slope,dist0,dist2,dist3,dist4,slope0,slope2,slope3,slope4,label
-2.1843524723068133,3.237350808904169,0.9645623806313205,0.8041959977258373,0.5461101612146937,-0.6388641922545042,0.032175961707016754,0.10506682143222656,0.17820287035961435,a
-0.40489178628508343,1.3599670694433008,1.0559587856554722,0.8985348274276674,0.7802710448063117,0.24327043110207042,-0.1236799271425571,-0.1605921018697411,-0.32097415703711657,a
-1.9666467681323125,1.0569099301346447,0.9712830993554324,0.8688129584443691,0.7486317248892909,0.9440910111850387,0.056164590568603234,0.08161854225307752,-0.1998050740282944,a
-1.7776702757746397,3.6200576678069885,0.9847004806012589,0.8712772736570378,0.6284031436497634,-0.7110757467143793,0.09621672780584745,0.15137544373402623,0.1876455498800358,a
-1.714534999943223,4.075970105945534,1.0068444755091626,0.9520467852094997,0.7302890031692295,-0.5874141171795371,0.0530787859475812,0.08899889309844555,0.0902184046890111,a
-1.5318549836978574,4.201877717839408,0.9763970999203689,0.9416274081699053,0.703764596731031,-0.5772422024697708,0.0408886426151982,0.08541365144972235,0.05338799163455987,a
-1.32268287769822,4.178705183789639,0.9817921386635752,0.9442353277439401,0.7085228843029859,-0.6217273448912912,0.031994526201377216,0.08662338822013815,0.010138770714362089,a
-1.1410340476982082,3.7926910000052474,0.9939238324581016,0.9714561669625998,0.6871552727604674,-0.5801337071038231,0.016841525909120136,0.057136952714580636,-0.07314214314525658,a
-0.9660167739817158,3.4861688621299813,0.9534765429352229,0.9125368745919923,0.6643699155970834,-0.570071274587906,0.01841977712088516,0.06789099899388995,-0.026877615850935177,a
-0.8198672643969563,3.491612787449688,0.9739023299173932,0.9219061375030517,0.6739996546303307,-0.5364236049568502,0.007926663248110866,0.043814623306997924,-0.04230279027027006,a
-2.198632920606686,2.449628859054356,1.0433604959709442,0.9322783674990697,0.807297606708058,1.680147744796638,-0.13101913183426195,-0.14766090299767054,-0.26064317810835913,a
-0.7354397676755056,3.8911662571362955,0.9063979358239659,0.7980476315150651,0.6325431479559683,-0.5815740148735931,0.07895237596204874,0.08603902231544125,-0.04995839572194272,a
-1.8692952583810758,2.0508915515346384,0.9879149639396986,0.9593854389245338,0.8613314645894994,1.5154196539072513,-0.10965017216891004,-0.19371233525338694,-0.3962393446105241,a
-1.9409671546371132,4.959643524647505,0.9902721422817484,0.9044367353912965,0.6806693363166454,-0.48073981220673967,0.02620170811885525,-0.024620291857544885,-0.3428900050166368,a
-1.7234456551901618,4.376122665388906,0.9166447711520591,0.8260763010971959,0.6585488415828855,-0.5569191545088621,0.055731700600902156,0.07587743712548711,-0.040972664460680264,a
